Flight_ID,Airline,Source,Destination,Departure_Date,Departure_Time,Arrival_Time,Total_Stops,Distance_km,Travel_Class,Days_Before_Departure,Season,Weekday,Aircraft_Type,Booking_Channel,Passenger_Count,Price,Duration_minutes
FL180567,British Airways,Delhi,London,2026-07-17,12:55 PM,22:36,0,7168.0,First,35.139630174406385,Monsoon,Friday,Airbus A320,Third-Party,6,768.37,581.4
FL141192,Qatar Airways,Bangalore,Frankfurt,2025-03-07,11:35 AM,,0,7698.6,Economy,8.0,Summer,Friday,Airbus A380,Website,2,101113.54,
FL162416,Thai Airways,,JAI,2026-04-11,6:20 PM,05:16,1,6965.8,Premium Economy,77.0,Summer,Saturday,,Travel Agent,1,93717.37,
FL124935,AirAsia India,Pune,Chennai,2025-02-27,08:00,09:45,0,983.7,Premium Economy,41.0,Winter,Thursday,Airbus A321,Travel Agent,2,4422.27,106.0
FL110265,Lufthansa,Sydney,Singapore,2025-08-14,7:00 AM,15:36,0,6320.5,Business,9.0,Monsoon,Thursday,Boeing 787 Dreamliner,Website,3,200000.0,
FL148114,Etihad Airways,Dubai,Chennai,2025-01-14,1:15 AM,5:32 AM,0,2952.9,Economy,69.0,Winter,,Airbus A320,Website,1,25841.3,257.0
FL144779,British Airways,Doha,Dubai,2026-11-30,12:20 PM,14:28,1,379.6,Premium Economy,146.0,Autumn,Monday,Airbus A380,Website,1,15000.0,128.0
FL187060,qatar airways,Bangkok,Doha,2025-10-02,00:40,09:54,1,5589.6,Premium Economy,20.0,Autumn,Thursday,Airbus A380,Travel Agent,1,84860.0,555.0
FL135719,spicejet,Ahmedabad Airport,BOM,2026-08-11,2:30 PM,,0,444.2,Premium Economy,2.0,Monsoon,Tuesday,ATR 72,Travel Agent,2,3376.86,64.0
FL184495,Qatar Airways,SIN,Frankfurt,,8:55 PM,12:25,1,10889.5,First,6.0,Monsoon,Wednesday,Airbus A320,Website,1,200000.0,931.0
FL164508,GOFIRST,Pune,Mumbai,2025-08-16,10:30,12:48,1,150.0,Premium Economy,5.0,Monsoon,Saturday,Airbus A321,Travel Agent,,2000.0,139.0
FL196992,Air India,London,Sydney,2025-01-23,11:25 AM,11:33,1,17642.2,Economy,10.0,Winter,Thursday,Boeing 787 Dreamliner,Third-Party,1,171469.48,1449.0
FL149473,Air India,Kolkata,Jaipur Airport,2026-02-20,21:40,23:57,0,1402.4,Business,5.0,Winter,Friday,,Travel Agent,1,25000.0,138.0
FL162313,SpiceJet,Kolkata Airport,Jaipur,2025-12-04,12:55,15:14,0,1418.5,Economy,39.0,Winter,,Boeing 737,Airport Counter,1,7032.07,139.0
FL134161,Thai Airways,,Pune,2025-04-28,11:40 PM,02:49,0,2078.4,Economy,20.0,Summer,Monday,Airbus A350,Travel Agent,1,33376.42,
FL104197,British Airways,LHR,Ahmedabad,2026-10-22,09:20,8:23 PM,1,6942.1,Business,1.0,Autumn,Thursday,Airbus A350,Third-Party,3,200000.0,663.6
FL184799,British Airways,Singapore,Delhi Airport,2026-01-09,05:35,1:04 PM,1,4167.9,Economy,21.0,Winter,Friday,Airbus A320,Mobile App,1,44174.36,450.0
FL154302,SpiceJet,DEL,Jaipur Airport,2026-01-25,05:10,5:58 AM,0,238.9,Economy,24.0,Winter,Sunday,Airbus A321,Third-Party,2,2000.0,
FL182366,Vistara,Mumbai Airport,Ahmedabad,2026-12-15,12:00,14:49,1,464.7,Economy,16.0,Winter,Tuesday,Boeing 737,Mobile App,2,2173.75,
FL108053,QATAR AIRWAYS,Dubai,New York,2025-04-17,11:25 AM,05:34,2,11403.7,Economy,8.0,Summer,Thursday,Airbus A320,Mobile App,1,90822.13,1089.0
FL171208,Air India,London,Frankfurt,2025-11-24,02:55,5:21 AM,1,648.6,Economy,35.139630174406385,Autumn,Monday,Airbus A320,Mobile App,1,15000.0,146.4
FL138238,Singapore Airlines,Pune,New York,2026-12-25,10:40,05:14,1,13043.0,Economy,50.0,Winter,Friday,Airbus A350,Third-Party,2,136334.89,
FL190009,GoFirst,,HYD,,11:35,1:31 PM,0,1130.9,Economy,27.0,Winter,Thursday,ATR 72,Mobile App,1,6254.99,117.0
FL169178,Lufthansa,Bangkok,DXB,2025-05-23,10:15 AM,17:01,0,4897.4,Business,4.0,Summer,Friday,Airbus A380,Mobile App,2,200000.0,407.0
FL175065,Indigo,Kolkata Airport,Goa,2026-08-23,9:30 PM,00:16,0,1769.0,Business,6.0,Monsoon,Sunday,Boeing 737,Travel Agent,,25000.0,166.0
FL171428,Qatar Airways,Bangkok,FRA,2026-04-08,7:05 AM,21:27,2,9217.3,Economy,11.0,Summer,Wednesday,Airbus A380,Travel Agent,3,74056.47,862.0
FL190842,British Airways,Dubai,DOH,2025-05-13,11:40 AM,12:40,0,395.1,Premium Economy,2.0,Summer,Tuesday,Airbus A380,Website,1,15000.0,60.0
FL180345,Thai Airways,London,Bangalore,2025-06-18,10:05,10:41 PM,1,8377.8,Economy,64.0,Monsoon,,Boeing 777,Website,1,68108.69,756.5999999999999
FL177272,Lufthansa,Dubai Airport,Pune,2025-03-15,3:55 AM,08:47,1,2070.8,Business,14.0,Summer,Saturday,Airbus A380,Website,1,84217.4,292.0
FL187018,THAI AIRWAYS,Dubai,MAA,2026-03-07,1:05 AM,5:24 AM,0,2978.7,Business,11.0,,Saturday,Boeing 787 Dreamliner,Third-Party,6,157090.8,259.0
FL148332,Etihad Airways,Mumbai,,2026-10-28,12:50 PM,20:13,1,4129.2,Economy,1.0,Autumn,Wednesday,Airbus A350,Website,2,53862.45,
FL173725,Etihad Airways,Delhi,Frankfurt Airport,2026-08-19,9:10 AM,20:56,2,6301.6,Business,4.0,Monsoon,Wednesday,Boeing 777,Website,3,193739.71,
FL124490,,Delhi Airport,Bangalore,2025-07-26,06:10,10:44,1,1875.6,Economy,20.0,Monsoon,Saturday,Airbus A321,Website,4,7857.17,275.0
FL167603,Air India,Goa,DXB,,12:15,,0,2320.8,Economy,23.0,Monsoon,Thursday,,Website,,17773.43,209.0
FL110280,Vistara,Bangkok,Pune,2025-12-30,20:35,12:56 AM,0,3014.4,Business,35.139630174406385,Winter,Tuesday,Airbus A380,Mobile App,3,123734.82,262.0
FL172862,Singapore Airlines,Kolkata,Dubai Airport,2025-12-26,06:30,1:38 PM,2,3433.9,Economy,2.0,Winter,Friday,Boeing 777,Third-Party,2,57061.01,429.0
FL191678,Singapore Airlines,Dubai,Mumbai,2025-05-10,8:25 AM,12:31,1,1995.0,Economy,36.0,Summer,Saturday,Boeing 777,Travel Agent,1,17533.44,247.0
FL132188,Etihad Airways,London,Hyderabad,2026-10-07,12:45 PM,23:10,0,7740.5,Economy,28.0,Autumn,Wednesday,Airbus A350,Website,6,76015.79,625.0
FL101299,,Mumbai,Doha Airport,2026-12-04,00:15,05:16,1,2382.8,Business,40.0,Winter,,Airbus A320,Third-Party,1,58524.09,302.0
FL116972,Lufthansa,Ahmedabad Airport,Sydney,2025-10-12,07:30,11:08 PM,1,10868.2,Economy,0.0,Autumn,Sunday,Airbus A380,Travel Agent,1,150560.55,938.0
FL191353,Lufthansa,JFK,Dubai Airport,,8:20 PM,12:55,1,11247.6,Economy,15.0,Summer,Thursday,Boeing 777,Third-Party,2,138798.7,
FL194199,Singapore Airlines,Delhi,Dubai,2025-11-16,18:50,10:18 PM,0,2318.5,First,95.0,Autumn,Sunday,Airbus A320,Airport Counter,5,100442.29,208.0
FL122600,etihad airways,CCU,DOH,2025-08-12,4:05 PM,9:35 PM,0,3903.4,Premium Economy,12.0,Monsoon,Tuesday,,Website,2,69768.08,330.0
FL129337,British Airways,BKK,Bangalore,2026-11-30,6:20 AM,10:07,0,2570.6,Economy,3.0,Autumn,,Airbus A380,,1,48281.78,228.0
FL144052,British Airways,New York,Ahmedabad,,5:15 AM,23:01,1,5190.14254668214,Economy,37.0,Monsoon,Wednesday,Airbus A350,Website,1,83629.95,1066.2
FL132135,Emirates,AMD,DXB,2026-06-17,14:55,19:03,1,1889.1,Economy,31.0,Monsoon,,Airbus A320,,2,15000.0,
FL146960,Thai Airways,Frankfurt,AMD,2025-09-13,2:50 PM,3:19 AM,2,6575.5,Business,35.139630174406385,Monsoon,Saturday,Boeing 787 Dreamliner,Website,1,200000.0,750.0
FL129297,Emirates,SYD,London,2026-09-05,11:25,11:56,1,17638.8,Economy,42.0,Monsoon,Saturday,Airbus A350,Website,1,146726.57,
FL170491,Air India,Jaipur,Delhi,2025-09-30,05:40,07:49,1,236.1,Premium Economy,4.0,Monsoon,Tuesday,ATR 72,Website,1,2945.5,129.0
FL189014,British Airways,Pune,London,2025-11-24,,8:24 AM,1,7761.2,Economy,147.0,Autumn,Monday,Airbus A350,Third-Party,1,52407.32,735.0
FL130049,Qatar Airways,Frankfurt,SYD,2026-02-24,5:25 PM,4:30 PM,0,17623.4,Economy,7.0,Winter,Tuesday,Airbus A350,Website,four,200000.0,1386.0
FL153295,Qatar Airways,CCU,LHR,2026-08-23,18:30,07:08,1,8249.9,Economy,40.0,Monsoon,Sunday,Boeing 777,Website,,78726.17,758.4000000000001
FL105543,Vistara,Ahmedabad Airport,BLR,2026-01-15,6:25 AM,09:45,1,1281.9,Economy,33.0,Winter,Thursday,Airbus A320,Mobile App,1,5169.07,
FL139721,Emirates,Ahmedabad Airport,Frankfurt,2026-12-26,21:50,07:49,1,6451.9,Premium Economy,6.0,Winter,Saturday,Boeing 787 Dreamliner,Travel Agent,1,122584.11,599.0
FL149428,Lufthansa,Ahmedabad Airport,DOH,2026-10-11,2:50 PM,19:08,1,2177.6,Business,4.0,Autumn,Sunday,Airbus A350,Website,,75740.12,259.0
FL117354,Indigo,Jaipur,Mumbai,2025-01-20,7:00 AM,08:42,0,938.9,Economy,9.0,Winter,Monday,Airbus A321,Travel Agent,2,5712.33,102.0
FL170876,Emirates,DOH,London,2025-04-23,00:15,07:26,0,5224.7,Economy,156.0,,Wednesday,Boeing 777,,1,74852.26,
FL131788,Lufthansa,London Airport,Frankfurt,2025-03-28,11:35,12:55,0,661.2,Economy,19.0,Summer,,Airbus A350,Airport Counter,2,15000.0,81.0
FL183055,GoFirst,Mumbai,Bangalore,2025-09-30,11:10,14:02,1,872.7,Economy,165.0,Monsoon,Tuesday,Airbus A320,Travel Agent,2,3004.41,
FL148504,GoFirst,Hyderabad Airport,JAI,2026-04-04,8:20 AM,11:36 AM,1,1125.6,Economy,29.0,Summer,Saturday,Airbus A320,Website,2,6558.92,
FL168481,Singapore Airlines,Doha,Ahmedabad,2025-11-04,1:35 AM,06:22,1,2211.9,Economy,39.0,Autumn,Tuesday,Boeing 787 Dreamliner,Airport Counter,1,19311.52,288.0
FL125568,Etihad Airways,New York Airport,Jaipur,2026-07-28,12:10 AM,16:07,0,12062.8,Economy,38.0,Monsoon,Tuesday,Airbus A380,Airport Counter,six,99801.39,
FL106646,Emirates,Dubai,,2026-05-25,5:15 PM,02:27,2,4902.8,Business,37.0,Summer,Monday,Boeing 777,Travel Agent,2,130591.25,552.0
FL163586,Qatar Airways,SYD,Chennai,2026-02-14,10:00,10:34 PM,0,9421.3,Business,2.0,Winter,Saturday,Boeing 777,Third-Party,3,200000.0,754.8
FL128334,SpiceJet,Mumbai,Kolkata,2026-02-22,,07:30,0,1697.8,Premium Economy,0.0,Winter,Sunday,Airbus A320,Mobile App,1,22372.79,
FL192596,GOFIRST,DEL,Pune Airport,2026-11-21,3:40 PM,8:44 PM,2,1220.2,First,43.0,Autumn,Saturday,Airbus A320,Third-Party,2,16953.06,304.0
FL136769,Qatar Airways,DOH,New York,2026-03-13,00:05,5:49 PM,2,10803.8,Economy,12.0,Summer,Friday,Airbus A350,Third-Party,2,132847.47,1064.0
FL142935,Lufthansa,Jaipur,Dubai,2025-09-19,20:55,00:14,0,2210.0,Economy,5.0,Monsoon,Friday,,Travel Agent,5,32981.73,200.0
FL149904,Lufthansa,London,Hyderabad,2025-11-05,03:45,2:17 PM,0,7833.7,Premium Economy,11.0,Autumn,Wednesday,Boeing 777,Travel Agent,2,120455.67,
FL103405,Etihad Airways,Doha,Sydney,2026-04-18,04:05,10:43 PM,1,12793.2,,21.0,Summer,Saturday,Airbus A350,Airport Counter,1,200000.0,1117.8
FL152350,Etihad Airways,Goa,,2025-06-02,23:00,12:29,0,10134.1,Business,49.0,Monsoon,Monday,Boeing 777,Website,3,200000.0,810.0
FL191819,GoFirst,Bangalore Airport,Pune,2026-01-03,3:40 PM,17:06,0,736.2,Economy,29.0,Winter,Saturday,,Third-Party,1,4590.51,87.0
FL131431,AirAsia India,Mumbai,Pune,2026-08-27,20:50,21:35,0,150.0,Premium Economy,44.0,Monsoon,Thursday,Airbus A321,Travel Agent,4,2000.0,45.0
FL184867,Emirates,Ahmedabad Airport,Doha,2026-07-22,08:15,11:30,0,2150.1,Business,30.0,Monsoon,Wednesday,Boeing 777,Travel Agent,,85574.41,
FL185164,Thai Airways,,LHR,2025-03-24,22:15,08:52,1,7071.8,Business,21.0,Summer,Monday,Airbus A350,Travel Agent,2,200000.0,637.0
FL114566,Qatar Airways,Sydney,,2026-04-13,09:55,3:29 AM,0,13312.3,Premium Economy,0.0,Summer,Monday,Airbus A380,Travel Agent,1,200000.0,1054.0
FL157309,EMIRATES,Frankfurt,Pune,2026-07-14,10:40 AM,,1,6961.5,Economy,9.0,Monsoon,Tuesday,Airbus A380,,1,67642.3,673.0
FL119317,Air India,AMD,Chennai,2025-12-26,6:35 PM,8:58 PM,0,1477.5,Business,9.0,Winter,Friday,Airbus A320,Mobile App,4,25000.0,144.0
FL107117,Vistara,BOM,Pune,2025-04-05,9:50 AM,11:42,1,150.0,Economy,7.0,Summer,Saturday,Airbus A320,Mobile App,2,2000.0,112.8
FL196788,,London Airport,Doha,2026-12-22,15:00,22:16,0,5285.3,Premium Economy,66.0,Winter,Tuesday,Boeing 777,Third-Party,2,117535.01,437.0
FL132276,Lufthansa,Jaipur,DXB,2026-03-23,06:00,09:20,0,2218.8,Economy,39.0,Summer,Monday,,Mobile App,2,25139.7,201.0
FL197828,Emirates,SYD,Bangalore,2026-09-10,10:25 PM,1:18 PM,1,9977.1,Premium Economy,125.0,Monsoon,Thursday,Airbus A380,Travel Agent,5,147023.28,893.0
FL141934,SPICEJET,Delhi,,2026-05-24,2:25 AM,05:16,0,1842.0,Economy,35.139630174406385,Summer,Sunday,Boeing 737,Third-Party,1,12335.38,171.6
FL165910,GoFirst,Chennai,Mumbai,2026-10-15,05:35,07:27,0,1068.4,Economy,3.0,Autumn,Thursday,Airbus A321,Website,1,10884.31,112.0
FL143960,Air India,Mumbai,GOI,2026-02-14,21:05,00:31,2,438.1,Economy,17.0,Winter,Saturday,ATR 72,Third-Party,1,2337.73,206.4
FL145837,Thai Airways,Jaipur,Bangkok,2025-08-05,08:20,1:54 PM,1,3075.5,Economy,4.0,Monsoon,Tuesday,,Travel Agent,1,45784.53,334.8
FL125745,Singapore Airlines,Kolkata Airport,Frankfurt Airport,2025-08-24,07:05,17:20,0,7607.1,Economy,14.0,Monsoon,Sunday,Airbus A320,Airport Counter,1,80119.91,615.0
FL178604,Etihad Airways,Bangkok,Dubai Airport,2026-08-24,06:55,14:04,0,5190.2,Economy,4.0,Monsoon,Monday,Boeing 787 Dreamliner,Travel Agent,1,64565.18,429.0
FL149708,Thai Airways,MAA,Sydney,2025-09-28,12:55,3:09 AM,1,9549.4,Premium Economy,143.0,Monsoon,Sunday,Airbus A380,Travel Agent,2,150545.84,855.0
FL120902,SpiceJet,Goa,JAI,2026-04-12,11:55,3:55 PM,1,1335.8,Economy,17.0,Summer,Sunday,Airbus A320,Website,1,6939.27,
FL184237,Singapore Airlines,Dubai,Singapore Airport,2026-07-14,08:45,16:52,0,5945.0,Economy,34.0,Monsoon,Tuesday,Airbus A320,Website,4,57108.72,
FL169638,Air India,Chennai Airport,Sydney,2025-10-03,22:05,12:37,1,5190.14254668214,Economy,2.0,Autumn,Friday,Boeing 787 Dreamliner,Mobile App,1,110875.89,872.0
FL115039,Emirates,Delhi,Bangkok Airport,2025-02-26,05:45,11:20,1,3041.9,Economy,7.0,Winter,Wednesday,Boeing 787 Dreamliner,Website,2,49954.01,336.0
FL126590,Etihad Airways,Doha,Chennai,2025-04-29,11:20 PM,06:42,2,3538.2,Economy,31.0,Summer,Tuesday,Airbus A320,Website,1,20752.41,442.0
FL132027,Singapore Airlines,Singapore,Frankfurt,2025-05-26,3:20 PM,,1,10967.2,First,26.0,Summer,,Airbus A380,,2,200000.0,947.0
FL132355,British Airways,Dubai,London,2026-06-23,2:55 PM,12:04 AM,1,5866.4,Premium Economy,25.0,Monsoon,Tuesday,Airbus A320,,1,90225.52,549.0
FL172711,British Airways,New York,Delhi,2025-07-24,3:50 PM,10:19 AM,2,12471.4,Economy,1.0,Monsoon,Thursday,Airbus A350,Mobile App,2,143855.06,1109.3999999999999
FL144280,Lufthansa,PNQ,Singapore,2026-09-12,02:50,9:17 AM,1,3863.9,Economy,61.0,Monsoon,,Airbus A380,Website,3,33763.24,388.0
FL121258,AIR INDIA,Singapore,Jaipur,2026-09-26,19:00,,0,4262.2,Economy,20.0,Monsoon,,Airbus A380,Website,1,26623.14,439.0
FL112081,Indigo,Kolkata,Hyderabad Airport,2025-05-16,7:45 AM,,0,1253.9,Economy,11.0,Summer,Friday,,Website,4,9851.77,126.6
FL119198,Emirates,Kolkata,LHR,2026-04-16,,03:48,1,8268.3,Economy,1.0,Summer,Thursday,Boeing 787 Dreamliner,Website,3,116065.76,743.0
FL178634,ETIHAD AIRWAYS,Mumbai,Sydney Airport,2026-07-14,2:40 PM,04:30,0,10400.0,Economy,35.139630174406385,Monsoon,Tuesday,Airbus A320,Third-Party,4,110087.68,830.0
FL124921,Emirates,Bangkok,Sydney,2026-02-21,00:45,12:51,1,7797.5,Economy,35.139630174406385,Winter,Saturday,Airbus A350,Mobile App,2,92431.77,726.0
FL157454,GoFirst,Hyderabad,Pune Airport,2025-11-10,02:10,04:26,1,532.0,Economy,6.0,Autumn,Monday,Boeing 737,Travel Agent,4,3410.25,136.0
FL172724,Qatar Airways,Sydney,LHR,2025-11-06,5:05 AM,06:29,1,18319.3,Economy,3.0,Autumn,Thursday,Airbus A320,Mobile App,3,200000.0,1524.0
FL140474,Thai Airways,Doha,DXB,2026-04-25,3:20 PM,4:21 PM,0,404.8,First,2.0,Summer,Saturday,Boeing 777,Mobile App,1,40326.06,61.0
FL176102,SpiceJet,Kolkata,Pune,2026-05-07,7:30 AM,1:39 PM,2,5190.14254668214,Economy,24.0,Summer,Thursday,ATR 72,Website,1,7611.92,369.0
FL117762,Lufthansa,Singapore Airport,Kolkata,2026-03-24,4:25 PM,21:52,1,3077.0,Economy,11.0,Summer,Tuesday,Boeing 777,Website,2,32712.39,327.0
FL108590,Emirates,New York,Mumbai,2026-08-07,11:45,08:53,2,13413.5,Economy,80.0,Monsoon,Friday,Boeing 787 Dreamliner,Travel Agent,2,115223.68,1268.0
FL123999,British Airways,,Mumbai,2025-03-17,,18:50,2,4194.9,,147.0,Summer,Monday,Boeing 787 Dreamliner,Website,2,42931.53,546.0
FL186194,SpiceJet,Bangalore,Ahmedabad,2025-10-02,,7:12 AM,0,1335.8,Premium Economy,11.0,Autumn,Thursday,Airbus A321,Airport Counter,4,10748.77,132.6
FL130875,Qatar Airways,Doha,BLR,2025-10-21,8:05 AM,,1,3284.0,Economy,118.0,Autumn,Tuesday,Boeing 787 Dreamliner,Travel Agent,3,22995.96,388.0
FL186281,Air India,Singapore,JFK,2025-11-22,3:20 AM,01:36,1,15772.9,Premium Economy,9.0,Autumn,Saturday,Airbus A320,Third-Party,6,195397.75,
FL190829,Emirates,Singapore,Frankfurt,2025-11-04,02:35,17:49,1,10693.6,Economy,41.0,Autumn,Tuesday,Airbus A380,Website,2,115038.47,914.0
FL178875,Lufthansa,New York Airport,BOM,2026-08-28,23:05,18:16,1,13460.8,Economy,35.139630174406385,Monsoon,Friday,Airbus A350,Third-Party,1,169716.07,
FL103281,Vistara,Chennai,London,2025-12-03,,05:22,1,8771.6,Economy,17.0,Winter,Wednesday,Boeing 787 Dreamliner,Mobile App,3,82570.67,
FL174515,Vistara,BLR,GOI,2026-01-10,,11:51 PM,1,502.3,Economy,26.0,Winter,,Boeing 737,Mobile App,2,3222.01,
FL185149,Indigo,Jaipur Airport,Ahmedabad,2026-12-08,00:55,02:06,0,540.9,Business,13.0,Winter,Tuesday,Airbus A320,Website,1,8671.35,72.0
FL113453,AirAsia India,Kolkata,Jaipur Airport,2025-04-01,5:20 AM,7:36 AM,0,1390.6,Business,29.0,Summer,Tuesday,Airbus A320,Website,1,21625.02,137.0
FL181043,GoFirst,Mumbai,MAA,2025-07-21,2:55 PM,4:46 PM,0,1063.0,Economy,19.0,Monsoon,Monday,Airbus A321,Third-Party,1,3170.61,112.0
FL124254,British Airways,Doha Airport,Goa,2026-02-11,12:35 PM,16:37,0,2765.2,Economy,3.0,Winter,Wednesday,Boeing 787 Dreamliner,,1,55723.74,243.0
FL116292,Lufthansa,Frankfurt,JAI,2025-05-04,12:40,22:55,1,6302.0,Economy,4.0,Summer,Sunday,Boeing 787 Dreamliner,Website,1,133650.54,616.0
FL135704,Air India,Delhi,Hyderabad,2026-11-27,19:45,9:54 PM,0,1292.1,Economy,15.0,Autumn,Friday,Boeing 737,Third-Party,2,8809.76,129.0
FL121528,Lufthansa,London,Goa,2026-03-17,18:20,07:46,2,8158.8,Economy,22.0,Summer,Tuesday,Airbus A350,Travel Agent,,57723.96,807.0
FL103186,Thai Airways,JFK,Dubai,2026-07-27,11:00 AM,03:04,1,11178.0,First,17.0,Monsoon,Monday,Boeing 777,Airport Counter,1,200000.0,
FL135684,Singapore Airlines,Bangkok,Jaipur,2025-08-08,17:15,9:46 PM,0,3134.6,Economy,94.0,Monsoon,Friday,Airbus A320,Travel Agent,1,41700.65,271.0
FL100396,singapore airlines,DXB,Bangkok,2025-02-04,12:25,21:11,1,5195.1,Premium Economy,67.0,Winter,Tuesday,Airbus A380,Travel Agent,1,80636.47,526.0
FL185475,British Airways,Ahmedabad,Frankfurt Airport,2025-08-22,18:55,05:54,2,6417.4,Premium Economy,2.0,Monsoon,Friday,Airbus A350,Website,,128546.06,660.0
FL142397,AirAsia India,Pune Airport,Goa,2026-01-07,5:00 AM,05:58,0,364.7,Economy,30.0,Winter,Wednesday,Airbus A320,Third-Party,2,2000.0,58.199999999999996
FL110074,Thai Airways,Sydney,Singapore,2026-03-21,6:50 AM,15:27,0,6341.5,First,16.0,Summer,Saturday,Airbus A380,,1,200000.0,518.0
FL165674,GoFirst,Goa,BLR,2025-09-03,01:15,02:25,0,520.3,Economy,3.0,Monsoon,Wednesday,Boeing 737,Airport Counter,2,4113.61,70.0
FL160152,Singapore Airlines,DXB,London,2025-11-16,10:55 PM,06:49,0,5775.9,Premium Economy,38.0,Autumn,Sunday,Boeing 777,Third-Party,1,72245.82,474.6
FL189883,Air India,Mumbai Airport,Ahmedabad,,02:10,03:14,0,444.4,Economy,11.0,Summer,Sunday,Airbus A321,Mobile App,3,2878.35,64.0
FL113640,Emirates,Singapore,Bangalore,2026-01-10,,15:13,1,3340.5,Economy,169.0,Winter,,Boeing 787 Dreamliner,Mobile App,3,38976.13,359.0
FL170113,Air India,Ahmedabad,Pune Airport,,21:20,00:10,1,552.3,Economy,1.0,Winter,Saturday,Airbus A321,Third-Party,2,6457.74,171.0
FL183594,emirates,Sydney,Mumbai,2025-10-20,14:45,06:18,1,10778.9,Economy,41.0,Autumn,Monday,Airbus A320,Website,2,93509.46,934.0
FL141501,Thai Airways,Doha,Kolkata,2026-12-28,3:40 AM,10:35,1,3805.9,Economy,39.0,Winter,Monday,Airbus A320,Website,3,29662.51,416.0
FL118621,Emirates,Singapore,Chennai Airport,2025-12-20,12:45 AM,08:00,2,3118.8,Premium Economy,24.0,Winter,Saturday,Boeing 787 Dreamliner,Mobile App,3,49175.52,436.0
FL124997,Vistara,Bangkok,Frankfurt,2025-04-30,9:05 PM,12:47 PM,2,9304.7,Economy,9.0,Summer,,Airbus A350,Mobile App,1,58139.96,943.0
FL136633,Singapore Airlines,Sydney,Bangalore,2026-09-27,21:00,11:12 AM,1,5190.14254668214,Economy,11.0,Monsoon,Sunday,,Website,1,130461.84,853.0
FL160112,Singapore Airlines,Doha,HYD,2025-10-21,11:10 PM,,0,3071.7,Economy,36.0,Autumn,Tuesday,Airbus A350,Website,1,18283.34,
FL117708,British Airways,Kolkata Airport,Sydney Airport,2026-06-07,04:20,17:24,0,9811.8,Economy,171.0,Monsoon,Sunday,Boeing 787 Dreamliner,,1,85927.15,
FL180986,Lufthansa,Jaipur,Doha,2026-05-04,06:20,11:26 AM,0,2486.4,Economy,33.0,Summer,Monday,Airbus A320,Airport Counter,1,18486.48,307.0
FL105357,SpiceJet,Delhi,Mumbai,2025-09-16,08:20,11:59,1,1218.6,Economy,25.0,,Tuesday,,Airport Counter,1,3338.23,219.60000000000002
FL184609,Thai Airways,Delhi,Dubai,2026-10-06,13:30,18:17,0,2355.5,Business,144.0,Autumn,Tuesday,Boeing 777,Website,1,61178.73,288.0
FL152780,Indigo,Delhi,BOM,2026-06-25,10:10,12:11,0,1192.2,First,10.0,Monsoon,,Airbus A320,Mobile App,2,25000.0,122.0
FL163750,Lufthansa,Dubai,Jaipur,2026-02-06,17:50,21:02,0,5190.14254668214,Economy,6.0,Winter,Friday,Airbus A380,Website,4,33915.42,193.0
FL171919,GoFirst,Goa,PNQ,2025-08-07,17:35,18:32,0,357.0,Economy,3.0,Monsoon,Thursday,Airbus A321,Mobile App,1,2425.9,57.0
FL185220,Air India,London,Singapore,2025-03-07,04:20,8:19 PM,1,10883.5,Premium Economy,39.0,Summer,Friday,Airbus A380,Mobile App,1,167037.43,960.0
FL141455,Thai Airways,Mumbai Airport,Frankfurt,2026-03-03,4:20 AM,14:51,1,5190.14254668214,Economy,25.0,Summer,Tuesday,Airbus A350,Travel Agent,6,72276.89,632.0
FL162470,Etihad Airways,Bangkok,Jaipur Airport,2026-10-20,6:20 AM,10:45,0,3055.5,Economy,45.0,Autumn,Tuesday,Airbus A350,Website,2,33386.92,265.0
FL104173,AirAsia India,Hyderabad,Ahmedabad Airport,2025-01-14,10:40 PM,3:24 AM,2,880.4,Economy,28.0,Winter,Tuesday,Boeing 737,,1,4128.42,
FL103998,indigo,,Mumbai Airport,2025-09-07,22:55,23:40,0,150.0,Premium Economy,20.0,Monsoon,Sunday,Airbus A321,Website,1,2000.0,45.0
FL164776,Lufthansa,Dubai,Frankfurt,2026-10-17,23:45,6:27 AM,0,4848.2,Economy,37.0,Autumn,Saturday,Airbus A350,Website,5,42356.91,403.0
FL129667,Air India,,CCU,2026-09-17,4:55 PM,22:09,2,1315.7,Economy,27.0,Monsoon,Thursday,ATR 72,Website,4,7122.1,
FL135405,THAI AIRWAYS,DEL,Doha,2026-08-20,19:25,23:21,0,2682.4,Economy,111.0,Monsoon,Thursday,Boeing 777,Travel Agent,1,20501.39,236.0
FL172423,,New York,CCU,2025-11-30,02:40,8:14 PM,0,13312.0,Economy,13.0,Autumn,Sunday,Boeing 777,Mobile App,2,155151.76,1054.0
FL169041,Singapore Airlines,Delhi,,2025-09-15,1:40 AM,6:03 PM,2,10520.5,Economy,168.0,Monsoon,Monday,Boeing 787 Dreamliner,Travel Agent,1,77379.03,984.0
FL108796,Vistara,Bangkok Airport,,2025-03-01,08:45,15:59,2,3205.1,Economy,19.0,,Saturday,Airbus A350,Travel Agent,1,23714.66,434.0
FL167233,lufthansa,Chennai,Bangkok,2025-01-03,2:55 PM,19:20,1,2201.5,Economy,16.0,Winter,Friday,Airbus A320,Travel Agent,5,22939.1,265.0
